id,presupuesto (US$),tipo,fecha,ONG,proyecto
22800,648793,redes sociales,2010-10-29,Reichel Inc,Cohen & Steers Reit and Preferred Income Fund Inc
22801,392718,marcha,2007-12-27,Osinski-Kunze,Northrop Grumman Corporation
22802,793306,marcha,2013-06-10,África Esperanza,Guanaco
22803,387434,marcha,2017-12-17,Mayert-Nader,Eaton Vance Corporation
22804,3673,marcha,1970-08-07,Thiel ,"Adams Diversified Equity Fund, Inc."
22805,40659,redes sociales,1978-05-11,"Gleason, Stoltenberg And Anderson",Isla Guarello
22806,855207,marcha,1986-04-30,Adca,Linderos
22807,434998,redes sociales,2017-01-16,"Feil, Kemmer And Koch",Victoria
22808,740014,marcha,2013-03-03,Abbott ,"SolarEdge Technologies, Inc."
22809,257191,redes sociales,2019-01-26,Bahringer ,First Trust South Korea AlphaDEX Fund
22810,753584,marcha,2001-06-27,"Fay, Hyatt And Rolfson",Hamilton Lane Incorporated
22811,854717,marcha,2002-07-03,"Rosenbaum, Lind And Koss",Quebrada Blanca
22812,10638,redes sociales,2001-04-29,"Feil, Lehner And Krajcik",Sierra Gorda
22813,352983,redes sociales,1971-10-20,Heaney Inc,VictoryShares US 500 Enhanced Volatility Wtd ETF
22814,372869,marcha,1984-06-10,"Goyette, Huels And Champlin",El Tesoro
22815,812371,marcha,1986-10-26,Jenkins And Sons,Entegra Financial Corp.
22816,734800,marcha,2016-04-01,Bernier-Stokes,El Salvador
22817,747076,redes sociales,2005-05-27,Dach Inc,Tata Motors Ltd
22818,7942,redes sociales,1963-10-13,Leannon-Brekke,La Marcelina
22819,534655,marcha,1968-08-13,Stracke And Sons,Flor de Los Andes
22820,229846,marcha,1961-11-13,Corkery ,Hamilton Lane Incorporated
22821,21366,redes sociales,2009-05-15,Jerde-Bauch,Cerro Imán
22822,48820,marcha,1979-06-05,O'Keefe-Dickinson,Patriot National Bancorp Inc.
22823,281571,marcha,2018-06-19,Ritchie Group,SQM - Pedro de Valdivia
22824,348339,redes sociales,1991-01-27,"Kautzer, Streich And Vandervort",Envision Healthcare Corporation
22825,263797,redes sociales,2007-08-18,Mcdermott Inc,"UMH Properties, Inc."
22826,422921,marcha,2005-06-19,Cassin-Jerde,Celite - Carol
22827,368835,redes sociales,1964-11-14,Durgan ,Cummins Inc.
22828,261670,marcha,2014-09-11,"Kub, Mante And Lebsack",Dollar General Corporation
22829,377777,redes sociales,1975-05-10,Erdman-Conn,"National American University Holdings, Inc."
22830,903276,marcha,1992-10-01,"Okuneva, Vonrueden And Quigley",iShares MSCI EM ESG Optimized ETF
22831,629695,marcha,1977-09-21,Frami Group,Abeona Therapeutics Inc.
22832,839557,marcha,1971-08-07,"Fisher, Cummings And Rowe","Vectrus, Inc."
22833,154289,marcha,2006-01-02,Langworth-Osinski,Corporate Asset Backed Corp CABCO
22834,730875,marcha,2018-05-30,"Herzog, Grimes And Jast","Dupont Fabros Technology, Inc."
22835,325132,redes sociales,2004-12-23,"Kutch, Cremin And Mcclure",Entegra Financial Corp.
22836,429667,redes sociales,2017-09-10,Becker And Sons,AmerisourceBergen Corporation (Holding Co)
22837,4156,redes sociales,1991-12-16,Nicolas Group,Radomiro Tomic
22838,212888,redes sociales,1987-12-29,Roberts Group,E.I. du Pont de Nemours and Company
22839,276469,marcha,1998-01-24,Breitenberg-Murphy,María Elisa
22840,97489,redes sociales,1997-01-24,Kulas Inc,Great Plains Energy Inc
22841,946801,marcha,2019-04-22,"Abshire, Crooks And Kassulke",CMP - El Laco
22842,908579,marcha,1988-02-16,Dibbert-Shields,Salesforce.com Inc
22843,847239,redes sociales,2018-07-25,"Reilly, Veum And Wehner",Carvana Co.
22844,388924,marcha,1988-06-04,Dickens-Boyle,Kilroy Realty Corporation
22845,177724,marcha,1996-01-14,Vonrueden-Miller,Cerro Colorado
22846,272249,marcha,2009-10-21,Gutkowski-Bartoletti,Kraton Corporation
22847,616250,marcha,2010-11-14,Blanda-Gislason,Global Partner Acquisition Corp.
22848,318090,marcha,2018-02-19,Swaniawski-Kutch,"XO Group, Inc."
22849,779156,marcha,2003-01-11,Cremin-Ondricka,SQM Salar
22850,732141,redes sociales,1972-01-23,Dooley Group,Nuveen Connecticut Quality Municipal Income Fund
22851,299425,redes sociales,1997-02-17,Jones-Kemmer,"Ashford Hospitality Prime, Inc."
22852,6956,marcha,1974-12-16,"Hickle, Beatty And Gleichner",ENGlobal Corporation
22853,925562,marcha,2006-04-01,Towne ,AmerisourceBergen Corporation (Holding Co)
22854,697392,redes sociales,2006-05-19,Sauer-Stoltenberg,PowerShares Nasdaq Internet Portfolio
22855,796176,marcha,1987-02-25,Koepp ,Cerro Imán
22856,41029,redes sociales,1987-05-01,Cole-Reilly,SQM - María Elena
22857,925587,marcha,2013-11-19,"Johns, Kessler And Balistreri",Walter Investment Management Corp.
22858,675141,redes sociales,2003-09-11,"Schultz, Keebler And Gorczany","Kayne Anderson Energy Total Return Fund, Inc."
22859,717200,marcha,2012-07-17,Macejkovic-Haag,PowerShares KBW High Dividend Yield Financial Portfolio
22860,118799,marcha,2007-12-08,"Watsica, Spencer And Weissnat",Esperanza
22861,348385,marcha,2015-01-12,Hammes-Conn,"Avenue Therapeutics, Inc."
22862,901291,marcha,2019-01-06,"Mante, Ferry And Corwin",La Pepa
22863,308291,redes sociales,2019-07-30,"Crona, Olson And Abbott","Ellie Mae, Inc."
22864,949564,marcha,1984-12-26,África-Edusa,SQM - Yumbes
22865,366629,marcha,1985-10-23,Hayes-O'Reilly,"LM Funding America, Inc."
22866,715499,redes sociales,2014-02-12,Towne-Lehner,EQT Corporation
22867,815703,marcha,2015-07-04,Jacobson Group,Guanaco
22868,511206,redes sociales,2013-07-21,"Doyle, Mccullough And Friesen","Xenia Hotels & Resorts, Inc."
22869,953597,marcha,2006-11-30,Jacobi-Bergnaum,AdvisorShares Market Adaptive Unconstrained Income ETF
22870,219761,redes sociales,1995-09-08,"Rosenbaum, Lind And Koss","Chunghwa Telecom Co., Ltd."
22871,437574,marcha,2008-08-27,"Cronin, Gibson And Parisian",Refugio
22872,275161,marcha,1988-12-05,Pagac And Sons,"Zynerba Pharmaceuticals, Inc."
22873,53283,redes sociales,2011-01-07,Nicolas Group,Andacollo Oro
22874,157128,marcha,2017-02-11,Yost Inc,Elkhorn Commodity Rotation Strategy ETF
22875,881090,redes sociales,2005-11-21,"Johnson, Batz And Davis",Punitaqui
22876,90916,marcha,1987-01-18,Adecoi,Andacollo Cobre
22877,867860,redes sociales,2012-06-11,Glover-Nader,Entercom Communications Corporation
22878,410560,marcha,2018-07-26,Zieme-Metz,Chimberos
22879,14694,marcha,2001-02-14,D'Amore And Sons,"FTI Consulting, Inc."
22880,209675,marcha,2008-08-18,Kilback Inc,Great Elm Capital Corp.
22881,85252,redes sociales,2004-06-08,"Hane, Buckridge And Kuhn","Everspin Technologies, Inc."
22882,479984,marcha,2012-02-21,Rosenbaum-Brekke,"International Seaways, Inc."
22883,464190,redes sociales,1997-07-16,Thiel And Sons,Chuquicamata
22884,305012,marcha,2006-08-20,Quitzon-Stark,Punta de Lobos - Kanita
22885,507451,marcha,2007-06-19,"Ratke, Connelly And Ward",Cabot Corporation
22886,453865,marcha,2005-07-23,"Upton, Boehm And Haag",Inacesa - El Way
22887,753464,redes sociales,1988-02-01,Langosh ,Andina
22888,680083,redes sociales,1979-04-26,"Wolff, Russel And Ankunding","Littelfuse, Inc."
22889,50116,redes sociales,1991-07-11,Hilll Group,First Trust Senior Loan Fund ETF
22890,962019,marcha,1996-10-10,Schimmel Inc,PowerShares BuyBack Achievers Portfolio
22891,742232,redes sociales,2011-08-10,Hayes-O'Reilly,Vanguard Russell 3000 ETF
22892,416104,redes sociales,2014-03-11,"Senger, Kemmer And Dickinson",Cóndor
22893,606293,redes sociales,2018-08-15,"Hane, Buckridge And Kuhn",BLDRS Asia 50 ADR Index Fund
22894,102217,redes sociales,2002-03-26,Zieme Group,United Microelectronics Corporation
22895,398805,marcha,2008-10-07,"Turner, Reynolds And Wolf",U.S. Energy Corp.
22896,246250,marcha,1971-01-10,Lubowitz Group,Fertón
22897,334775,redes sociales,1973-08-31,"Bauch, Ernser And Cronin",Silvercrest Asset Management Group Inc.
22898,212484,marcha,2016-08-14,"Grimes, Leuschke And Huel",PIMCO Dynamic Credit and Mortgage Income Fund
22899,200647,marcha,2011-04-24,Shields-Kuhlman,María Elisa
22900,513567,redes sociales,1998-07-16,Funk And Sons,HollyFrontier Corporation
22901,130992,marcha,2010-04-11,Koch-Schneider,Nuveen AMT-Free Municipal Value Fund
22902,280127,marcha,2007-03-24,"Trantow, Schneider And Marvin",Entercom Communications Corporation
22903,466406,marcha,2015-04-25,Rolfson-Bashirian,La Picarda
22904,952235,marcha,2006-05-08,Bahringer Inc,Urstadt Biddle Properties Inc.
22905,3696,redes sociales,2018-09-11,Stracke And Sons,Entercom Communications Corporation
22906,849838,marcha,1999-05-23,"Mante, Ferry And Corwin",Pascua
22907,60655,marcha,1994-07-30,Ryan ,Azul S.A.
22908,368490,redes sociales,1990-01-06,"Wolf, West And Breitenberg",Anheuser-Busch Inbev SA
22909,945749,redes sociales,2012-12-10,Reinger And Sons,Entercom Communications Corporation
22910,547315,redes sociales,2018-04-07,Mcdermott Inc,Cosayach - Soledad
22911,308017,marcha,1989-10-11,"Veum, Gislason And Morar","Sarepta Therapeutics, Inc."
22912,364413,redes sociales,2016-10-24,Berge ,"Taiwan Fund, Inc. (The)"
22913,787323,redes sociales,2012-07-29,Fritsch And Sons,Guanaco
22914,417254,redes sociales,1999-01-24,Lubowitz Group,Unisys Corporation
22915,428273,redes sociales,1983-07-04,Morar-Schoen,Carola
22916,939299,marcha,1981-07-31,"Johns, Wisozk And Johnson","Portola Pharmaceuticals, Inc."
22917,963841,marcha,2017-10-20,"Wyman, Nicolas And Fahey",Array BioPharma Inc.
22918,14915,redes sociales,2007-11-26,Kuvalis-Swift,Tres Valles
22919,733658,redes sociales,2012-11-20,"Konopelski, Schaefer And Feil",PowerShares Golden Dragon China Portfolio
22920,492107,marcha,2016-06-24,Wisozk-Bernier,"Avon Products, Inc."
22921,420274,marcha,1994-02-12,Corkery-Corwin,Salesforce.com Inc
22922,181964,redes sociales,1995-09-04,Wiegand ,Bright Scholar Education Holdings Limited
22923,294835,marcha,1983-03-28,"Schaden, Cronin And Bernier",Nuveen Michigan Quality Municipal Income Fund
22924,670359,redes sociales,2013-11-21,Wilderman-Leannon,Schwager
22925,690383,redes sociales,2019-03-31,"Botsford, Wuckert And Volkman",First Trust Multi-Asset Diversified Income Index Fund
22926,832831,redes sociales,1991-07-23,Mraz-Ratke,"National American University Holdings, Inc."
22927,938256,redes sociales,2004-08-29,"Bartoletti, Macejkovic And Doyle","Tootsie Roll Industries, Inc."
22928,134712,marcha,2013-08-22,"Kshlerin, Hahn And Gulgowski",Gabriela Mistral
22929,894587,marcha,1989-08-19,Nicolas Group,Patriot National Bancorp Inc.
22930,618864,marcha,2004-10-28,"Kuhn, Reinger And Zulauf",Urstadt Biddle Properties Inc.
22931,886286,marcha,1985-07-22,Frami ,CoreSite Realty Corporation
22932,868579,redes sociales,1993-12-12,Herman-Graham,"Blackhawk Network Holdings, Inc."
22933,312041,redes sociales,2011-08-11,Jacobi-Bergnaum,iShares 20+ Year Treasury Bond ETF
22934,784169,redes sociales,2018-05-08,Gusikowski-Emard,Silicon Motion Technology Corporation
22935,38111,marcha,2018-02-02,"Raynor, Abernathy And Koch",El Abra
22936,368656,redes sociales,1997-04-08,Cummerata Group,Imax Corporation
22937,994114,redes sociales,1988-04-24,Johns Inc,Lenga
22938,697479,marcha,1972-04-23,Oberbrunner ,Moog Inc.
22939,256573,marcha,2000-09-18,Afrikable Ongd,La Patagua
22940,223368,redes sociales,2006-05-06,"Nolan, Renner And Lesch",El Abra
22941,394754,marcha,2016-07-30,Rath Inc,"Avenue Therapeutics, Inc."
22942,55680,marcha,1977-05-26,"Grimes, Leuschke And Huel",B.O.S. Better Online Solutions
22943,729864,marcha,2016-07-05,"Powlowski, Kohler And Deckow",Kite Realty Group Trust
22944,171837,redes sociales,2016-07-21,"Collins, Collier And Herman",Walter Investment Management Corp.
22945,118560,marcha,2012-06-02,Aecc,Diana Shipping inc.
22946,936905,redes sociales,1981-05-17,"Waters, Conroy And Dibbert","Edge Therapeutics, Inc."
22947,70878,redes sociales,2019-04-29,Bosco-Lockman,"Clear Channel Outdoor Holdings, Inc."
22948,48776,redes sociales,2003-07-22,"Bosco, Heathcote And Ryan",Elkhorn Commodity Rotation Strategy ETF
22949,674410,redes sociales,1986-02-28,Pacocha-Heller,"Ocular Therapeutix, Inc."
22950,810542,marcha,1982-02-08,Dickens-Boyle,Cerro Blanco
22951,112538,marcha,2002-11-04,Keebler ,Radomiro Tomic
22952,626491,marcha,2002-04-03,"Dooley, Lindgren And Kub",Great Elm Capital Corp.
22953,68636,redes sociales,1986-05-23,Wisozk-Connelly,Janus Henderson Small Cap Growth Alpha ETF
22954,963596,redes sociales,2010-12-24,Bode-Nikolaus,Forum Merger Corporation
22955,493857,marcha,2015-06-26,Hilll Group,"Idera Pharmaceuticals, Inc."
22956,637490,redes sociales,1994-12-28,Lesch-Homenick,Chuquicamata
22957,414677,redes sociales,1983-09-17,Pacocha-Heller,Esperanza
22958,205568,marcha,1963-05-27,Raynor And Sons,Cerro Colorado
22959,985776,redes sociales,1953-09-17,Cassin And Sons,"China Lodging Group, Limited"
22960,501048,redes sociales,1958-11-12,Kilback Inc,"SeaChange International, Inc."
22961,765971,marcha,2005-05-03,Hoeger ,First Trust Emerging Markets Small Cap AlphaDEX Fund
22962,887981,redes sociales,2015-02-13,"Emmerich, Feil And Gorczany",Dorado
22963,186326,redes sociales,1994-04-27,Kertzmann Group,PowerShares BuyBack Achievers Portfolio
22964,529230,redes sociales,2018-10-29,Christiansen ,PureFunds ETFx HealthTech ETF
22965,547675,redes sociales,2014-10-04,Torp-Hintz,San José
22966,464904,marcha,2018-02-01,Erdman-Conn,El Volcán
22967,841274,redes sociales,2006-01-12,Weimann Inc,Nuveen Connecticut Quality Municipal Income Fund
22968,542500,marcha,2012-06-03,Kunde-Lowe,First Trust International Multi-Asset Diversified Income Index
22969,442291,marcha,1992-07-14,Paucek Group,Entegra Financial Corp.
22970,607578,marcha,1993-06-26,Jacobi-Bergnaum,"Spark Energy, Inc."
22971,907719,redes sociales,1985-12-15,"Kling, Effertz And Anderson",Cerro Casale
22972,582258,marcha,1996-08-28,Jerde And Sons,Schwager
22973,258228,redes sociales,2019-03-16,"Stark, Langworth And Kovacek",PowerShares KBW High Dividend Yield Financial Portfolio
22974,930083,redes sociales,2012-10-15,Klein-Bartoletti,Arlington Asset Investment Corp
22975,786842,marcha,2016-05-22,Terry Group,Diageo plc
22976,790706,marcha,2013-01-28,Gleason ,Cordillera - Tenardita
22977,111811,redes sociales,1981-10-08,"Corkery, Roberts And Leffler",Antucoya
22978,695419,marcha,1989-06-11,Connelly-Ruecker,Kopin Corporation
22979,786349,redes sociales,2014-10-31,"Schultz, Huel And Cormier",El Guindo
22980,396214,marcha,2015-12-08,Williamson-Littel,United Insurance Holdings Corp.
22981,915488,redes sociales,2008-12-28,Zboncak-Mraz,Old Republic International Corporation
22982,211962,redes sociales,1972-07-24,"Abshire, Crooks And Kassulke",La Coipa
22983,285841,marcha,2008-01-04,Ferry-Hessel,Cowen Inc.
22984,379933,marcha,2010-09-15,Green-Cruickshank,Kamada Ltd.
22985,253058,marcha,2017-07-22,"Watsica, Spencer And Weissnat","Pepsico, Inc."
22986,868943,redes sociales,2000-04-30,"Kuhn, Reinger And Zulauf",EQT Corporation
22987,585811,marcha,1963-06-14,Heaney-Harber,Maganeso III de Atacama
22988,511697,redes sociales,2017-06-04,"Frami, Christiansen And Hermann",La Marcelina
22989,232401,redes sociales,2009-03-13,Runolfsdottir And Sons,"Cogentix Medical, Inc."
22990,523759,redes sociales,2013-07-07,"Pfannerstill, Powlowski And Kreiger",Diana Shipping inc.
22991,805796,marcha,2008-05-01,"Veum, Gislason And Morar",SL Green Realty Corporation
22992,134394,redes sociales,1993-02-03,Moore-Lueilwitz,iShares MSCI EM ESG Optimized ETF
22993,105901,marcha,1977-11-27,Macgyver Inc,Lambert
22994,167762,redes sociales,2014-01-11,Aesco,iShares MSCI EM ESG Optimized ETF
22995,112833,redes sociales,1999-01-26,Maggio-Kuvalis,Virco Manufacturing Corporation
22996,632266,marcha,2008-01-28,Hettinger-Nolan,La Coipa
22997,662265,marcha,1997-07-20,"Moen, Koss And Paucek",Elkhorn Commodity Rotation Strategy ETF
22998,262365,marcha,1965-04-18,"Hane, Wyman And Rempel",Hamilton Lane Incorporated
22999,604041,redes sociales,1996-11-20,Boehm-Luettgen,CMP - Romeral
23000,154459,marcha,2000-12-21,Blanda-Gislason,Moog Inc.
23001,57166,marcha,1981-01-03,"Hayes, Huel And Keebler","Western Refining Logistics, LP"
23002,727708,marcha,1996-07-23,"Strosin, Frami And Kuhic",Clifton Bancorp Inc.
23003,236097,marcha,2006-09-27,Rosenbaum-Brekke,Cerro Negro
23004,377687,marcha,2002-12-28,Lubowitz-Stroman,El Volcán
23005,641728,redes sociales,1989-08-04,Terry ,"Tootsie Roll Industries, Inc."
23006,672160,marcha,1973-08-22,"Turner, Medhurst And Carroll",Nuveen Floating Rate Income Fund
23007,224469,marcha,2007-06-20,Wunsch Group,III de Atacama Kozan
23008,511137,marcha,2018-10-16,Orn-Hilll,Royal Caribbean Cruises Ltd.
23009,439234,redes sociales,2008-09-22,Gleason ,"Clear Channel Outdoor Holdings, Inc."
23010,535148,redes sociales,1988-10-17,"Walsh, Hettinger And Grimes",Lenga
23011,291124,redes sociales,2014-03-23,Denesik-Quigley,"UMH Properties, Inc."
23012,374302,marcha,2002-12-18,"Steuber, Rutherford And Upton",Cabot Corporation
23013,112089,redes sociales,2019-04-01,"Macejkovic, Barrows And Kshlerin",DRDGOLD Limited
23014,647624,marcha,2018-10-12,Bartoletti-Dickinson,Montecristo
23015,930641,marcha,2017-10-30,Walter Group,"Commerce Bancshares, Inc."
23016,96159,marcha,2003-06-27,"Fay, Simonis And Morar",Enel Generacion Chile S.A.
23017,849613,redes sociales,1975-08-29,Wisoky Inc,CoreSite Realty Corporation
23018,343449,marcha,2002-06-13,Sanford And Sons,"TC PipeLines, LP"
23019,564806,redes sociales,2019-02-14,"Turner, Reynolds And Wolf",United Insurance Holdings Corp.
23020,936804,marcha,2014-04-30,"Labadie, Veum And Hammes",Isla Riesco
23021,826327,marcha,1992-06-04,Leffler-Durgan,"Investors Bancorp, Inc."
23022,597391,marcha,1991-07-24,Jakubowski ,Kilroy Realty Corporation
23023,518300,marcha,1983-07-26,Maggio-Kuvalis,Linderos
23024,298290,marcha,1991-10-13,Prohaska-Brakus,La Patagua
23025,386711,redes sociales,1991-07-01,Kilback ,Delta
23026,294737,redes sociales,2009-11-28,"Conroy, Wisoky And Daniel","Kayne Anderson Energy Total Return Fund, Inc."
23027,239194,marcha,2008-12-22,Klocko Group,Cóndor
23028,556493,marcha,2016-03-29,Afesip,Merus Labs International Inc.
23029,802829,marcha,1974-02-28,"Frami, Christiansen And Hermann","Rush Enterprises, Inc."
23030,870339,marcha,1997-07-07,Zieme Group,Pupunahue
23031,311979,redes sociales,2016-10-30,Wunsch Group,Schwager
23032,747130,redes sociales,2019-06-03,"Schmeler, Carroll And Schaden",Celite - Tilviche
23033,673408,redes sociales,1997-04-02,Cassin-Jerde,Yelp Inc.
23034,803385,marcha,2006-05-17,"Mccullough, Luettgen And Brakus",Celite - Carol
23035,895788,redes sociales,2019-07-23,Runolfsson-Morar,Kamada Ltd.
23036,810877,marcha,1988-11-20,Konopelski-Langosh,Jerónimo
23037,260595,redes sociales,2016-12-24,Renner-Erdman,Cabot Corporation
23038,891950,redes sociales,2019-02-20,Jenkins-Kemmer,Victoria
23039,795520,redes sociales,2007-08-23,"Collins, Murray And O'Reilly",SAP SE
23040,588447,marcha,2004-06-26,Cruickshank Inc,Chimborazo
23041,749735,marcha,2009-05-14,"Lesch, Rath And Pfannerstill","H&R Block, Inc."
23042,362612,redes sociales,2014-07-31,Konopelski And Sons,"Impax Laboratories, Inc."
23043,659254,redes sociales,2006-08-30,"Hegmann, Koelpin And Lindgren",First Trust South Korea AlphaDEX Fund
23044,320999,marcha,2018-12-02,"Mante, Bode And Wiegand",AbbVie Inc.
23045,862483,redes sociales,2016-06-16,Auer-Ryan,SQM - Yumbes
23046,430178,redes sociales,2011-11-21,Gottlieb ,III de Atacama Kozan
23047,1846,redes sociales,1963-12-08,"Erdman, Graham And Yost","Recon Technology, Ltd."
23048,412108,marcha,2001-01-04,Acción Familiar,Pupunahue
23049,532530,marcha,2016-08-14,Nolan Group,Novelion Therapeutics Inc.
23050,13079,redes sociales,1959-06-19,"Koch, Feil And Spencer",Dorado
23051,597327,marcha,1998-09-22,"Thompson, Baumbach And Medhurst",Hamilton Lane Incorporated
23052,312000,marcha,1991-10-03,"Paucek, Mclaughlin And Green",La Patagua
23053,749492,marcha,1968-01-01,Hauck-Lind,Dorado
23054,333446,redes sociales,1993-05-04,"Kling, Donnelly And Blanda",Quiborax
23055,208643,redes sociales,1979-08-29,Ledner-Hoppe,Antucoya
